,,Bloomberg Ticker,N/A (index product),CRCL US,MU US,IVV US,EXOD US,TSLA US,NVDA US,SPY US,CRCL US,QQQ US,NVDA US,MRVL US,SPY US,HIMS US,SPCX US,QQQ US,MSTR US,GOOGL US,TSLA US,GOOGL US,FGRS US,FORD US,,,INTC US,PDD US,CURR US,ASML US,TSM US,SOFI US,MSTR US,AAPL US,ITOT US,MSFT US,EFA US,ARM US,SPCX US,IEMG US,TSM US,AMD US,IWF US,ORCL US,SOXX US,EEM US,SNDK US,TQQQ US,COIN US,META US,AVGO US,AMZN US,N/A,,,CRCL US,MU US,IVV US,EXOD US,TSLA US,NVDA US,SPY US,CRCL US,QQQ US,NVDA US,MRVL US,SPY US,HIMS US,SPCX US,QQQ US,MSTR US,GOOGL US,TSLA US,GOOGL US,FGRS US,FORD US,0,0,INTC US,PDD US,CURR US,ASML US,TSM US,SOFI US,MSTR US,AAPL US,ITOT US,MSFT US,EFA US,ARM US,SPCX US,IEMG US,TSM US,AMD US,IWF US,ORCL US,SOXX US,EEM US,SNDK US,TQQQ US,COIN US,META US,AVGO US,AMZN US
Timestamp,Date,Measure,Strategy PP Variable xStock,Circle Internet Group (Ondo Tokenized),Micron Technology (Ondo Tokenized),iShares Core S&P 500 ETF (Ondo Tokenized),Exodus Movement,Tesla xStock,NVIDIA (Ondo Tokenized),SPDR S&P 500 ETF (Ondo Tokenized),Circle xStock,Invesco QQQ (Ondo Tokenized),NVIDIA xStock,Marvell Technology (Ondo Tokenized),SP500 xStock,Hims & Hers Health (Ondo Tokenized),SpaceX xStock,Nasdaq xStock,MicroStrategy xStock,Alphabet Class A (Ondo Tokenized),Tesla (Ondo Tokenized),Alphabet xStock,FGRS,Forward Industries Inc.,WisdomTree 500 Digital Fund,iShares Core MSCI EAFE ETF (Ondo Tokenized),Intel (Ondo Tokenized),PDD Holdings (Ondo Tokenized),CURRENC Group Inc.,ASML xStock,TSMC xStock,SoFi Technologies (Ondo Tokenized),MicroStrategy (Ondo Tokenized),Apple (Ondo Tokenized),iShares Core S&P Total US Stock Market ETF (Ondo Tokenized),Microsoft (Ondo Tokenized),iShares MSCI EAFE ETF (Ondo Tokenized),Arm Holdings plc (Ondo Tokenized),SpaceX (Ondo Tokenized),iShares Core MSCI Emerging Markets ETF (Ondo Tokenized),Taiwan Semiconductor Manufacturing (Ondo Tokenized),AMD (Ondo Tokenized),iShares Russell 1000 Growth ETF (Ondo Tokenized),Oracle (Ondo Tokenized),iShares Semiconductor ETF (Ondo Tokenized),iShares MSCI Emerging Markets ETF (Ondo Tokenized),SanDisk (Ondo Tokenized),ProShares UltraPro QQQ (Ondo Tokenized),Coinbase (Ondo Tokenized),Meta Platforms (Ondo Tokenized),Broadcom (Ondo Tokenized),Amazon (Ondo Tokenized),All Others (483 Items),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76921E+12,24-01-2026,Bridged Token Value (Dollar),1167409.145,16237483.11,12476107.97,21791889.68,134685150,54583629.44,11417897.01,27476048.51,22479639.64,23544634.63,19503419.6,1270534.647,14675415.09,717274.9889,,12603860.18,14865752.33,47056878.29,18020991.69,14901039.61,,38409557.34,16462567.85,15851015.28,4525511.82,2268644.687,,0,0,2676.871258,2985426.38,3391616.988,10447697.97,2984475.825,10540066.14,1185296.608,,8721304.875,2678465.759,14474548.59,8882224.201,1002402.442,,6206320.962,,207078.5959,3324795.673,6445789.721,8834632.261,4992826.634,193302447.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7693E+12,25-01-2026,Bridged Token Value (Dollar),1167409.145,16237483.11,12476107.97,21791889.68,134685150,54584834.2,11417897.01,27476048.51,22479639.64,23544634.63,19503419.08,1270534.647,14675415.07,717274.9889,,12603860.18,14865752.33,47056878.29,18020991.69,14901326.36,,38409557.34,16462567.85,15851015.28,4525511.82,2268644.687,,0,0,2676.871258,2985426.38,3391616.988,10447697.97,2984475.825,10540066.14,1185296.608,,8721304.875,2678465.759,14474548.59,8882224.201,1002402.442,,6206320.962,,207078.5959,3324795.673,6445789.721,8834632.261,4992826.634,193312329.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76939E+12,26-01-2026,Bridged Token Value (Dollar),1167409.145,16128549.26,12242355.11,21922626.85,132259200,54515378.42,11416469.58,27665252.1,22408983.73,23809307.21,19428480.98,1296658.069,14651992.37,738334.584,,12635349.2,14767576.42,48990260.18,17601353.01,15204360.89,,35069595.83,16549555.5,15958739.11,3322478.389,2293055.834,,0,0,4492.242231,2781994.249,3684339.13,10488802.14,3121175.623,10621271.85,938197.9772,,8850059.842,3143664.622,14260292.04,9004260.246,1047772.773,,6211553.949,,216122.0034,3321377.376,6612956.317,9042837.558,4937916.217,195664603.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76947E+12,27-01-2026,Bridged Token Value (Dollar),1162129.557,14836377.05,13426934.52,22023071.13,139087800,52856205.31,11575181.33,27790988.62,22463978.01,24074947.11,19172604.83,1316758.691,14785110,733890.1574,,12691254.5,14660362.94,49674969.41,17755264.81,15598036.51,,34725776.27,16618236.76,16139728.23,4239515.7,2441324.045,,0,0,9762.054857,2840723.853,3770315.354,10650479.82,3135452.218,10804903.08,948487.4505,,8973162.122,3268416.766,14152012.57,9021273.874,1009774.767,,6523329.75,,639913.9716,3280972.185,6633152.793,9246968.763,5081553.149,196967923.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76956E+12,28-01-2026,Bridged Token Value (Dollar),965100.265,15990520.69,14840022.56,22016061.82,128755050,52408493.95,11870994.54,27758028.48,22405661.66,24430577.59,19481790.29,1324416.2,14954968.14,707080.6117,,12916857.33,14751659.26,63929700.01,17722305.02,15907498.92,,34283722.54,16617421.28,15992634,4759823.771,2375918.627,,0,0,9607.442516,2847276.207,3774876.401,10511907.25,3107369.367,10663764.6,790275.5318,,8963423.285,3403214.425,18242873.99,8955203.807,1113774.986,,6615977.074,,785169.4149,4707711.804,7342636.563,1633651.041,5028194.944,198276630.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76964E+12,29-01-2026,Bridged Token Value (Dollar),963445.6962,22160330.5,15271920.64,21999248.69,125610300,53409381.9,11338241.71,27836290.75,24219010.27,24513694.58,19860670.6,1278275.275,14987197.92,742655.284,,12926623.21,15635573.38,64118809.63,17923727.44,16395271.67,,32613741.78,16593349.1,16214147.68,4433789.62,2470887.984,,0,0,5263.843386,3642087.057,3861744.588,10453762.2,3814370.81,10726631.95,780106.6154,,8929086.511,3334279.924,17954870.18,8920505.302,1643094.436,,6595866.06,,1175464.651,14271267.06,3628324.901,1584182.671,5063132.049,199457943.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76973E+12,30-01-2026,Bridged Token Value (Dollar),955659.4899,23323490.27,14637371.72,21925979.05,117613650,51757977.79,12756454.46,27699571.89,23387364.09,22753035.18,19833089.76,1252963.071,15208682.51,679355.1682,,13022649.21,14409875.19,65515890.58,17945519.75,16660103.05,,31876985.57,16534399.85,16187430.03,6240406.224,2442341.344,,0,0,17072.83057,2810431.883,3725207.247,10427255.31,4006163.757,10645876.58,760867.6769,,8850752.946,3261600.324,17122423.23,8835654.74,1201647.317,,6442883.866,,1556849.096,14091094.82,3532662.458,1583910.512,5041861.703,196200738.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76982E+12,31-01-2026,Bridged Token Value (Dollar),963445.6962,23337008.55,14654311.87,21923792.52,117613650,53487171.12,12765273.98,27704848.63,22134036.8,22762840.63,19690380.72,1250181.192,15203802.67,678280.0403,,12936392.25,15066013.08,65597382.27,18045438.24,16647789.52,,31876985.57,16534399.85,16160848.52,6245143.43,2443144.791,,0,0,17011.74927,2809698.452,3718293.61,10427255.31,3932438.661,10645876.58,764603.2976,,8850752.946,3261817.855,17106602.59,8847933.996,1199144.729,,6463536.289,,1558232.257,14079843.34,3530810.464,1584543.812,5033923.503,195461968.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7699E+12,01-02-2026,Bridged Token Value (Dollar),963445.6962,23337008.55,14654311.87,21923792.52,117613650,53488374.08,12765273.98,27704848.63,22134036.8,22762840.63,19690379.36,1250181.192,15203801.82,678280.0403,,12936392.25,15064904.38,65597382.27,18045438.24,16647789.46,,31876985.57,16534399.85,16160848.52,6245143.43,2443144.791,,0,0,17011.74927,2809698.452,3718293.61,10427255.31,3932438.661,10645876.58,764603.2976,,8850752.946,3261817.855,17106602.59,8847933.996,1199144.729,,6463536.289,,1558232.257,14079843.34,3530810.464,1584543.812,5033923.503,195226978.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76999E+12,02-02-2026,Bridged Token Value (Dollar),963445.6962,22187890.1,15656325.36,22105990.84,100452300,53644803.6,12994558.47,27632766.17,22423082.13,23125568.97,19574865.95,1251474.176,15256757.02,662125.4324,,12942252.54,15288235.84,67859468.79,18569773.12,16657699.35,,28242321.58,16627823.78,16142833.32,6568042.234,2610808.016,,0,0,24285.61102,3454005.019,3728650.938,10570382.21,3968318.533,10719933.47,752800.6175,,8817717.993,3350829.891,20336724.11,8888524.075,928345.099,,6484690.916,,1788233.775,13921768.62,3158131.888,1546155.005,5125826.79,196161048.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77008E+12,03-02-2026,Bridged Token Value (Dollar),964029.6617,21937097.61,14949201.19,21897073.41,94072950,53695117.48,12629994.56,27370119.19,22117991.34,22767918.38,19552343.52,1189492.82,16576387.63,681370.1386,,14093601.81,14872137.3,67147857.87,18357959.17,17543743.95,,27769669.89,16485362.87,16368102.34,6531956.071,3127953.602,,0,0,27625.74417,4495382.649,3700972.714,10456962.07,4093896.267,10812543.74,716659.5091,,8847468.629,3298333.035,18103536.37,8701243.024,920938.16,,6515733.126,,2063590.351,13144532.89,3090256.5,1481842.858,5024959.338,190687188.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77016E+12,04-02-2026,Bridged Token Value (Dollar),958238.6708,33692919.38,23775276.43,21821852.21,96139500,54020681.59,12386272.25,27166060.67,21497668.16,22349137.65,19417599.28,1172109.87,16574011.19,653800.8218,,14217005.75,14658590.81,64518272.85,17904902.16,17450872.61,,25071203.73,16391183.47,16190206.13,6523371.127,3115648.637,,0,0,285891.1048,2813204.702,3673224.689,10395072.17,4245828.249,10775566.38,692942.9702,,8786962.295,3289194.111,4845225.327,8632113.553,983593.6481,,6441423.161,,1994891.143,4507757.168,2919514.584,1585150.186,4971691.698,190475109.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77025E+12,05-02-2026,Bridged Token Value (Dollar),953712.9384,31359366.88,24306521.44,21405202.08,84638700,52008445.13,11926100.62,26509037.22,21175659.47,21987125.59,18733560.28,1159789.196,16503707.83,565295.6489,,13926005.09,14194026.5,63552920.36,16870197.78,17199272.34,,22421800.6,16184163.38,15940981.15,6180131.17,3073839.895,,0,0,256448.0242,2562047.305,3644545.913,10179673.06,4074570.432,10492963.63,761630.4553,,8732548.275,3179679.447,6016832.727,8364553.914,834315.0968,,6382129.766,,1999784.984,4961877.416,2810192.027,1423288.414,4190718.395,184256123.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77034E+12,06-02-2026,Bridged Token Value (Dollar),911667.4246,37142439.71,25687888.28,21973788.24,94881600,50526986.65,13873975.26,27222627.82,19159125.71,22725312.03,18270532.32,1284085.193,16201418.14,520269.769,,13818807.39,11763613.81,62024139.46,17960611.67,17072822.97,,25659959.98,16501447.18,16260374.55,6575305.595,2642667.811,,0,0,292071.1062,2911316.349,3640581.105,10451748.58,4545064.202,10831337.94,762293.0703,,9069144.296,3433031.475,6896360.226,8672714.497,910413.0568,,6550660.001,,2363633.316,5661420.028,2883745.638,1549248.929,4817263.802,184384653.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77042E+12,07-02-2026,Bridged Token Value (Dollar),961207.1619,37199018.24,25668195.81,21992512,94881600,52295083.97,13781773.98,27235648.72,21756650.01,22736869.26,19708427.44,1293565.658,16569193.08,513216.776,,14146086.6,14835633.34,62031357.68,17972405.56,16640245.24,,25659959.98,16501447.18,16260369.7,6585852.607,2642541.886,,0,0,292574.7614,2882882.431,3641311.038,10451756.56,4554731.61,10965990.27,762128.8959,,9069147.202,3433626.155,6896230.87,8672717.485,911684.9968,,6590381.37,,2370735.874,5631858.44,2884107.706,1554443.708,4822339.433,188694844.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77051E+12,08-02-2026,Bridged Token Value (Dollar),961207.1619,37199018.24,25668195.81,21992512,94881600,52295473.79,13781773.98,27235648.72,21756650.01,22736869.26,19708424.47,1293565.658,16569193.07,513216.776,,14146086.6,14835633.34,62031357.68,17972405.56,16640245.22,,25659959.98,16501447.18,16260369.7,6585852.607,2642541.886,,0,0,292574.7614,2882882.431,3641311.038,10451756.56,4554731.61,10965990.27,762128.8959,,9069147.202,3433626.155,6896230.87,8672717.485,911684.9968,,6590381.37,,2370735.874,5631858.44,2884107.706,1554443.708,4822339.433,188667377.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7706E+12,09-02-2026,Bridged Token Value (Dollar),961207.1619,39182624.33,24840652.37,22089162.72,96498900,52464005.43,14006495.59,27710134.73,21795326.04,23218934.02,19473456.79,1422004.397,16432726.93,525895.8074,,14203074.39,15070985.45,57386638.08,18398231.64,16683518.24,,26739346.45,16588818.02,16905403.25,6486959.917,2681643.963,,0,0,296614.5957,2842882.932,3524174.88,10527071.16,4988031.211,10991331.21,752305.0491,,8985269.603,3512211.896,7010958.278,8760882.1,1053586.511,,6640333.097,,2448064.354,5572505.928,2964090.822,1629819.702,4906397.397,189795545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77068E+12,10-02-2026,Bridged Token Value (Dollar),970550.6094,39345874.53,24191223.1,22080174.97,97577100,53201993.59,13930450.07,27706333.2,23196621.9,23159273.06,20060653.78,1417602.483,16760959.31,472565.2333,,14355922.9,15414781.1,63487132.77,18327499.98,17017585.79,,24678699.56,16539412.14,16743418.48,6033913.241,2689700.818,,0,0,293173.6928,2781597.913,3544097.343,10496920.68,5171604.51,11081390.3,756554.6148,,9034536.089,3614478.409,7125034.943,8735343.073,1098464.025,,6697618.069,,2375651.643,5344642.182,2947050.641,1597472.796,4918109.372,192006628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77077E+12,11-02-2026,Bridged Token Value (Dollar),970063.9715,38681627.66,27176803.8,22046591.78,90568800,54084178.63,14069233.97,27971239.59,23029115.16,23127169.8,19902257.01,1397361.93,16716759.36,455068.5474,,14273463.41,14809057.25,62156348.28,18013110.13,16788196.16,,24139006.33,16533487.84,16757556.41,6259670.803,2680722.936,,0,0,284418.7718,2604858.692,3532033.553,10452855.16,5035422.807,11087841.78,765587.3645,,9149744.778,3758383.966,5734865.612,8719898.524,1040497.678,,6832497.965,,2380558.395,5092644.984,2921696.725,1575493.522,4852152.669,193369387.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77085E+12,12-02-2026,Bridged Token Value (Dollar),983917.9808,37876202.38,30312984.07,21758967.5,91557150,54123349.27,14273554.69,27420695.13,22236191.11,22766319.09,20025686.84,1353445.745,16793574.51,432661.8731,,14444679.2,14141551.84,58542646.63,13033830.2,16061819.82,,23795565.18,16276343.63,16646656.31,6182113.235,2567254.141,,0,0,267197.5348,2611443.909,3397882.797,10324879.29,5114142.037,11016221.65,770194.2529,,9051273.648,3706528.185,5741555.244,8536772.237,1051495.17,,6798435.292,,2259332.2,4788264.462,2835407.386,1551436.516,4743776.524,190177642.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77094E+12,13-02-2026,Bridged Token Value (Dollar),1007477.822,40245249.77,29776136.52,21715403.72,101260950,52523525.39,14105900.99,27381948.83,22180862.53,22715372.19,19849845.41,1351803.74,16634540.59,438310.5894,,14236901.61,14366408.82,59770063,13065743.27,15929241.48,,23697439.14,16286845.45,16846602.66,6207300.545,2592429.388,,0,0,266637.8279,3073286.081,3321155.365,10325417.55,4972590.243,10956216.96,742381.1036,,9119779.213,3663408.483,5765570.936,8478094.535,1081711.999,,6779773.166,,2279027.655,5435195.14,2799847.506,1526321.934,4727198.325,188813702.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77103E+12,14-02-2026,Bridged Token Value (Dollar),1005161.318,40057031.64,29682711,21699283.03,101260950,52569612.85,14096465.01,27385721.1,23516492.76,22701775.35,19410753.3,1354646.559,16645986.44,438090.7881,,14371332.91,15637063.27,59713931.67,13066058.36,15759044.18,,23697439.14,16286845.45,16846599.8,6206106.361,2592089.464,,0,0,266791.4048,3079683.633,3321596.191,10325417.55,4972886.724,10956216.96,744035.372,,9050455.05,3664862.225,5757593.459,8478077.568,1081930.62,,6826030.159,,2272660.691,5494329.531,2798074.25,1526915.262,4730766.841,190078365.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77111E+12,15-02-2026,Bridged Token Value (Dollar),1005161.318,40057031.64,29682711,21699283.03,101260950,52568683.27,14096465.01,27385721.1,23516492.76,22701775.35,19410208.85,1354646.559,16645417.46,438090.7881,,14371005.8,15643616.66,59713931.67,13066058.36,15854978.15,,23697439.14,16286845.45,16846599.8,6206106.361,2592089.464,,0,0,266791.4048,3079683.633,3321596.191,10325417.55,4972886.724,10956216.96,744035.372,,9050455.05,3664862.225,5757593.459,8478077.568,1081930.62,,6826030.159,,2272660.691,5494329.531,2798074.25,1526915.262,4730766.841,190086207.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7712E+12,16-02-2026,Bridged Token Value (Dollar),1005161.318,40056957.19,29697715.9,21699231.27,101260950,52568097.83,14095311.48,27385714.55,23516492.75,22701787.58,19409591.53,1354641.773,16644225.75,438201.1359,,14370711.24,15643309.36,59713902.57,13066058.91,15854978.15,13057300,23697439.14,16286845.45,16846599.8,6214332.611,2592066.465,,0,0,266790.7942,3079683.633,3321594.775,10325417.53,4972950.186,10956209.2,744035.6759,,9050453.885,3664819.706,5757651.594,8478077.578,1081930.432,,6823967.75,,2272935.163,5494264.589,2798079.907,1526895.741,4730715.732,190052201.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77129E+12,17-02-2026,Bridged Token Value (Dollar),1018144.494,41906962.52,28818812.46,21785175.73,90658650,52619137.33,29326424.75,27615696.37,24424036.64,22685041.39,19573567.67,1364607.807,16689642.51,446228.1002,,14280067.38,15643036.15,50007020.07,12879866.33,15941566.35,13057300,23255871.95,16299628.54,16802135.1,6046997.199,2618277.498,,0,0,263765.6853,3003700.067,3491006.924,10340293.68,5038688.768,11000985.56,768236.9132,,9070739.361,3641102.867,5534693.479,8524471.666,1047309.876,,6809562.255,,2336355.525,5468769.426,2822462.778,1531211.344,4826202.346,192019792.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77137E+12,18-02-2026,Bridged Token Value (Dollar),1023339.101,44172272.73,31832361.1,21943387.16,88771800,51717191.26,13768374.7,27788385.58,25706243.46,22918005.17,19805613.52,1368971.212,16817411.75,431707.88,,14265677.08,15034005.95,50696894.07,12809737.05,15748070.85,175137913.1,22323674.55,16391347.94,16756624.55,5788009.358,2672618.4,,0,0,265630.1294,2936567.242,3446350.576,10397824.8,5844267.865,11010108.67,778129.5176,,9122198.604,3862755.346,2436777.902,8600267.28,1094902.248,,6926224.975,,2637637.172,5431568.487,2861247.024,1562230.272,2940814.921,196896840.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77146E+12,19-02-2026,Bridged Token Value (Dollar),1123020.541,43422776.89,32076159.82,21896713.83,93623700,51600553.74,14143878.75,27735973.08,26580697.88,22838394.38,20127598.88,1378266.657,16901879.21,434879.2786,,14403260.09,14627981.01,50530839.08,12872615.53,15816377.49,52007464.5,22176485.49,16350273.34,16654013.33,5702060.569,2661668.06,,0,0,260883.4474,3028556.817,3448126.973,10378528.78,5852056.826,11059609.64,783690.4244,,9060708.003,4194511.4,2475844.636,8563679.728,1099044.551,,6883606.738,,3202982.985,5489183.959,2878983.229,1567594.403,2941755.72,197061838.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77155E+12,20-02-2026,Bridged Token Value (Dollar),1012248.474,44816619.46,32229811.59,22044101.81,88592100,51892965.6,14657579.95,27893679.46,26347787.81,23078808.86,20238518.78,1370716.519,16914938.87,427596.3253,,14355636.9,15468231.17,52414874.72,12805849.32,16004693.5,29090131.49,22176485.49,16460600.15,16855622.69,5640309.989,2800540.742,,0,0,257521.3442,3386431.85,3478520.346,10440927.79,5928823.92,11188711.88,743798.3248,,9278703.263,4649743.683,2437287.65,8622543.495,1058072.805,,6981733.104,,3403568.403,5652049.256,2915270.675,1585090.032,2999962.66,196275083.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77163E+12,21-02-2026,Bridged Token Value (Dollar),1013873.597,44690231.51,32205864.44,22045937.23,88592100,51879367.72,14649846.56,27892016.26,26815852.52,23071593.78,20445006.98,1373939.8,17068862.04,428739.8672,,14507353.18,15659143.6,52393119.85,12802695.51,16645187.89,25724404.16,22176485.49,16460600.15,16855627.58,5629223.048,2802664.979,,0,0,256454.7854,3367427.404,3480362.152,10445712.66,5926822.052,11129672.24,743694.6079,,9267200.717,4651902.408,2435323.466,8623403.524,1055607.858,,7047655.776,,3402160.433,5645114.833,2916351.352,1586702.507,3001217.075,196674253.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77172E+12,22-02-2026,Bridged Token Value (Dollar),1013873.597,44690231.51,32205864.44,22045937.23,88592100,51880487.08,14649846.56,27892016.26,26815852.52,23071593.78,20445006.84,1373939.8,17068499.67,428739.8672,,14507353.18,15658867.67,52393119.85,12802695.51,16645187.89,25724404.16,22176485.49,16460600.15,16855627.58,5629223.048,2802664.979,,0,0,256454.7854,3367427.404,3480362.152,10445712.66,5926822.052,11129672.24,743694.6079,,9267200.717,4651902.408,2435323.466,8623403.524,1055607.858,,7047655.776,,3402160.433,5645114.833,2916351.352,1586702.507,3001217.075,196719923.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7718E+12,23-02-2026,Bridged Token Value (Dollar),1013873.597,43969513.72,32027970.36,21834223.31,85806750,51800378.01,17828416.59,28261443.08,26954594.18,23572734.96,20520122.01,1349298.322,17133099.58,388804.2566,,14530481.69,15980261.64,52652476.22,13260493.86,16690226.82,22900288.32,20263027.67,16285336.23,16721702.67,5676390.45,2904164.667,,0,0,250756.5451,3378560.841,4145804.273,10329437.9,6502195.873,11048796.46,727654.2494,,9244721.6,4896411.811,2372846.279,8516880.055,1068251.456,,6917101.477,,3369834.935,5336918.978,3522136.569,1566171.753,4072269.465,194109067.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77189E+12,24-02-2026,Bridged Token Value (Dollar),1024959.817,44547173.25,32562319.6,21979386.57,87693600,50197421.03,22886333.09,28635645.6,26212802.87,23943558.47,20706248.82,1362176.165,16947350.08,422449.9184,,14331725.93,15767234.45,52544082.89,13538405.38,16505297.82,23664811.01,22741027.67,16414332.37,16723254.78,5955311.337,2948513.112,,0,0,261856.9845,3194565.151,4277052.648,10402909.04,6534004.81,11044079.13,760425.0844,,9359436.89,5685520.972,2584706.599,8595656.042,1092491.757,,7034430.118,,2529800.321,5242826.472,3526561.734,1524725.249,4156824.67,193938321.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77198E+12,25-02-2026,Bridged Token Value (Dollar),1025678.438,60583728,30882102.9,22112432.84,95510550,51195634.72,23816628.18,28839102.65,26025412.37,24244050.22,21313892.1,1397070.505,16960217.33,432481.8486,,14712977.59,16233942.6,52902456.88,13777750.32,16516780.91,23300646.25,25218863.62,16555216.68,16917391.76,6013008.121,3011000.176,,0,0,262675.7621,3992913.437,4327419.474,10557871.76,7019663.199,11153398.49,772301.9126,,9574807.634,6961754.365,2554417.107,8671169.471,2113110.228,,7124102.468,,681179.9532,5804388.263,3614257.857,1550803.515,4837165.729,196567177.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77206E+12,26-02-2026,Bridged Token Value (Dollar),1037438.597,61223506.78,30609741.14,21952760.5,93893250,52209380.82,24447934.89,28828214.96,34911432.5,23961860.48,21867646.62,1373284.962,17340437.77,439075.3921,,15235258.75,17724050.96,52215804.89,13510680.41,16565796.99,27039964.34,24943548.51,16464266.52,16753085.86,5813779.52,2947261.124,,0,0,256808.9997,4379782.861,4270164.268,10445061.65,7192394.925,11126217.98,758374.1181,,9387117.749,7077262.616,2363807.137,8597860.394,2112531.967,,7168785.761,,398342.4453,5767490.783,3631610.256,1529848.367,4816143.506,198806019.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77215E+12,27-02-2026,Bridged Token Value (Dollar),1037853.739,60860455.86,30547923.38,21877347.44,91647000,51217346.88,23899210.39,29689690.4,36345499.82,24002123.86,20939405.91,1410865.475,17352850.49,397979.3799,,14990295.55,17481751.75,52348045.83,13389143.87,16251593.34,26534145.96,23346720.9,16408145.48,16878907.18,5824111.64,3262256.151,,0,0,246974.2836,4301350.005,4128613.793,10360905.71,6996811.159,11108403.67,756152.2875,,9468125.449,7055657.705,2303412.311,8529916.616,2102078.884,,7178706.699,,379331.3318,5674267.416,3497316.882,1517099.951,5428682.163,198858141.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77224E+12,28-02-2026,Bridged Token Value (Dollar),1037853.739,60749567.97,30507835.2,21867891.92,91647000,50456444.99,23862352.11,29693237.24,34774320.66,23994878.5,20066523.6,1419047.938,17308526.33,396865.2002,,15002667.49,16970666.05,52359648.62,13393174.96,16483169.82,19705734.72,23346720.9,16408145.48,16878907.18,5825532.24,3264565.153,,0,0,246628.8725,4294618.243,4125542.518,10374885.08,6991984.489,11108408.66,757711.8876,,9436766.973,7063985.102,2304040.523,8526848.493,2100390.223,,7132679.311,,378772.9555,5679992.009,3498241.723,1520500.037,5420954.965,198243146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
