,,Bloomberg Ticker,N/A (index product),CRCL US,MU US,IVV US,EXOD US,TSLA US,NVDA US,SPY US,CRCL US,QQQ US,NVDA US,MRVL US,SPY US,HIMS US,SPCX US,QQQ US,MSTR US,GOOGL US,TSLA US,GOOGL US,FGRS US,FORD US,,,INTC US,PDD US,CURR US,ASML US,TSM US,SOFI US,MSTR US,AAPL US,ITOT US,MSFT US,EFA US,ARM US,SPCX US,IEMG US,TSM US,AMD US,IWF US,ORCL US,SOXX US,EEM US,SNDK US,TQQQ US,COIN US,META US,AVGO US,AMZN US,N/A,,,CRCL US,MU US,IVV US,EXOD US,TSLA US,NVDA US,SPY US,CRCL US,QQQ US,NVDA US,MRVL US,SPY US,HIMS US,SPCX US,QQQ US,MSTR US,GOOGL US,TSLA US,GOOGL US,FGRS US,FORD US,0,0,INTC US,PDD US,CURR US,ASML US,TSM US,SOFI US,MSTR US,AAPL US,ITOT US,MSFT US,EFA US,ARM US,SPCX US,IEMG US,TSM US,AMD US,IWF US,ORCL US,SOXX US,EEM US,SNDK US,TQQQ US,COIN US,META US,AVGO US,AMZN US
Timestamp,Date,Measure,Strategy PP Variable xStock,Circle Internet Group (Ondo Tokenized),Micron Technology (Ondo Tokenized),iShares Core S&P 500 ETF (Ondo Tokenized),Exodus Movement,Tesla xStock,NVIDIA (Ondo Tokenized),SPDR S&P 500 ETF (Ondo Tokenized),Circle xStock,Invesco QQQ (Ondo Tokenized),NVIDIA xStock,Marvell Technology (Ondo Tokenized),SP500 xStock,Hims & Hers Health (Ondo Tokenized),SpaceX xStock,Nasdaq xStock,MicroStrategy xStock,Alphabet Class A (Ondo Tokenized),Tesla (Ondo Tokenized),Alphabet xStock,FGRS,Forward Industries Inc.,WisdomTree 500 Digital Fund,iShares Core MSCI EAFE ETF (Ondo Tokenized),Intel (Ondo Tokenized),PDD Holdings (Ondo Tokenized),CURRENC Group Inc.,ASML xStock,TSMC xStock,SoFi Technologies (Ondo Tokenized),MicroStrategy (Ondo Tokenized),Apple (Ondo Tokenized),iShares Core S&P Total US Stock Market ETF (Ondo Tokenized),Microsoft (Ondo Tokenized),iShares MSCI EAFE ETF (Ondo Tokenized),Arm Holdings plc (Ondo Tokenized),SpaceX (Ondo Tokenized),iShares Core MSCI Emerging Markets ETF (Ondo Tokenized),Taiwan Semiconductor Manufacturing (Ondo Tokenized),AMD (Ondo Tokenized),iShares Russell 1000 Growth ETF (Ondo Tokenized),Oracle (Ondo Tokenized),iShares Semiconductor ETF (Ondo Tokenized),iShares MSCI Emerging Markets ETF (Ondo Tokenized),SanDisk (Ondo Tokenized),ProShares UltraPro QQQ (Ondo Tokenized),Coinbase (Ondo Tokenized),Meta Platforms (Ondo Tokenized),Broadcom (Ondo Tokenized),Amazon (Ondo Tokenized),All Others (483 Items),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75781E+12,14-09-2025,Bridged Token Value (Dollar),,876815.5502,446274.8138,12635656.83,254814600,16294429.11,1387905.128,15879726.44,5414179.891,10219363.04,6710256.341,687443.1328,7347214.382,222757.9217,,2461668.75,5259608.461,733422.2811,3120414.596,3456656.024,,,15635626.19,8633448.36,675514.8263,,,,,,192166.3537,2976473.967,5949686.121,1507417.718,5826565.987,444688.5953,,4621054.024,630759.2836,832454.2569,5333641.879,404725.1434,,3313347.737,,,176433.2289,911458.2239,428781.1442,1107410.904,124480851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75789E+12,15-09-2025,Bridged Token Value (Dollar),,1049831.209,497611.2377,14020849.27,250501800,16587009.83,1608908.195,17507571.23,5415633.012,11305035.3,6765392.082,750232.1594,7397570.766,218815.7654,,2461668.458,5567267.57,776462.0284,3276951.864,3457756.54,,,15725004.25,9610285.808,805079.1273,,,,,,215860.6954,2984130.589,6643398.51,1780545.725,6564372.158,562916.8345,,5282894.997,643473.4346,846552.5641,5938238.1,558466.9805,,3663361.002,,,199812.3725,1141614.898,434994.6706,1130197.648,131674865.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75798E+12,16-09-2025,Bridged Token Value (Dollar),,1101920.051,600066.5792,14979884.99,266854500,17696386.4,1699364.598,18583186.65,5791466.289,12443465.93,6762373.712,764138.0494,7594022.568,204136.728,,2482732.746,5506668.662,942380.2885,3443723.102,3611786.019,,,15711697.55,10327737.44,900885.6081,,,,,,248229.5842,3134760.997,7123472.752,1956976.709,7021101.831,628503.7005,,5780896.243,648524.146,885295.9728,5939033.137,640942.5562,,3955721.098,,,222396.92,1163941.721,476449.1346,1221262.368,136139451.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75807E+12,17-09-2025,Bridged Token Value (Dollar),,1189107.271,726058.4698,16024289.92,253736400,18907474.69,1872693.314,19775228.97,5879059.875,13305115.31,6756152.939,797944.2292,7465434.134,233006.6945,,2480634.71,5628466.934,968729.3681,3643964.704,3605205.739,,,15697205.81,11008250.39,892977.0989,,,,,,284686.9882,3091333.05,7614571.405,1958328.293,7479590.28,730233.1588,,6177914.065,643495.1887,921661.4706,6807504.305,625837.3341,,4242509.587,,,219165.3194,1259236.129,599767.9741,1308088.908,143127408.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75815E+12,18-09-2025,Bridged Token Value (Dollar),,1224288.401,824103.522,17044794.81,262901100,19564992.49,2094271.653,21359309.8,5844234.885,14699178.38,6657015.258,947678.4761,7456584.359,303641.7208,,2475683.343,5539709.467,1132385.45,4135377.305,3582227.741,,,15773356.96,11657748.03,1169209.823,,,,,,347929.594,3321066.551,8147427.999,2110573.591,7971875.885,695502.4706,,6385673.784,661116.6496,997545.2583,7232970.832,617815.086,,4484134.76,,,257318.3941,1397304.693,885615.5963,1431462.985,147899667.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75824E+12,19-09-2025,Bridged Token Value (Dollar),,1197441.794,868702.1754,17861557.2,262182300,19750751.62,2252245.315,21373173.6,6437241.86,15457559.73,7311995.323,947852.0537,7638461.644,347338.9203,,2498006.454,6094541.833,1356727.127,3600270.985,4019389.224,,,15853913.55,12305286.78,1162182.047,,,,,,360049.5113,2625159.666,8576297.65,2236865.252,8364495.948,677529.6773,,6819178.465,731714.7154,993894.2569,7917253.066,653600.1762,,4662767.916,,,265191.5684,1466421.958,785728.8408,1431513.697,152430688.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75833E+12,20-09-2025,Bridged Token Value (Dollar),,1197441.794,868702.1754,17861557.2,262182300,20178635.42,2252245.315,21373173.6,6602482.15,15457559.73,7328857.75,947852.0537,7654748.978,347338.9203,,2514916.63,6019805.335,1356727.127,3600270.985,4058792.189,,,15853913.55,12305286.78,1162182.047,,,,,,360049.5113,2625159.666,8576297.65,2236865.252,8364495.948,677529.6773,,6819178.465,731714.7154,993894.2569,7917253.066,653600.1762,,4662767.916,,,265191.5684,1466421.958,785728.8408,1431513.697,152558681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75841E+12,21-09-2025,Bridged Token Value (Dollar),,1197441.794,868702.1754,17861557.2,262182300,20178635.12,2252245.315,21373173.6,6602482.137,15457559.73,7328857.75,947852.0537,7654748.436,347338.9203,,2514916.63,6019805.255,1356727.127,3600270.985,4058792.189,,,15853913.55,12305286.78,1162182.047,,,,,,360049.5113,2625159.666,8576297.65,2236865.252,8364495.948,677529.6773,,6819178.465,731714.7154,993894.2569,7917253.066,653600.1762,,4662767.916,,,265191.5684,1466421.958,785728.8408,1431513.697,152180863.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7585E+12,22-09-2025,Bridged Token Value (Dollar),,1455154.375,937506.3696,18852508,266764650,20227735.44,2409136.517,22271190.91,6161461.294,16252176.07,7344560.609,1034279.498,7855721.979,428505.6902,,2529094.505,6015923.049,1299379.713,3546749.554,4055975.331,,,15928042.66,12967528.94,1170095.419,,,,,,372528.8681,2749679.648,9044084.026,2364619.297,8779356.611,683794.105,,7144282.801,804124.2649,1010267.526,8362497.148,820399.4082,,4905538.001,,,284112.5371,1560270.089,851558.2415,1414984.502,156201740.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75859E+12,23-09-2025,Bridged Token Value (Dollar),,1352057.244,1008773.875,19409615.53,256521750,20758296.37,2443280.833,22875703.74,5883004.719,16701531.35,7483464.125,1074243.688,7891374.86,428295.6019,,2541120.732,7297930.568,1352521.008,3389930.328,4022776.493,,,15830132.62,13432418.44,1254737.021,,,,,,374640.3073,2690907.219,9592504.026,2408981.132,9061294.956,669885.4256,,7221406.185,877581.7634,1026183.488,8551629.833,817796.3609,,5106079.29,,,289522.3233,1641296.133,925348.0156,1376274.555,158632609.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75867E+12,24-09-2025,Bridged Token Value (Dollar),,1627797.986,997384.2753,19782623.33,287520000,20382549.2,2514469.898,23171718.59,5695578.881,16956390.3,7392443.756,1184757.647,7848876.713,409441.9382,,2539931.573,7346886.501,1360946.111,3549948.646,4004219.479,,,15781183.22,13765655.14,1405633.553,,,,,,379096.2939,2668217.975,9506279.656,2451453.561,9195150.628,724105.3348,,7231357.775,888833.8197,1053823.724,8682853.23,782174.6622,,5172698.629,,,298282.0753,1717166.715,982902.8711,1416906.579,158993878.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75876E+12,25-09-2025,Bridged Token Value (Dollar),,1384736.915,1018512.301,20168644.41,259666500,20933365.38,2629328.742,23726366.64,5711662.36,17195224.53,7096265.792,1241914.227,7995420.18,308784.2755,,2531015.063,7770826.226,1417084.857,3500112.041,3936273.162,,,15656301.79,14128789.59,1548685.346,,,,,,379158.1219,2621102.196,9844946.02,2479602.43,9335849.358,730791.4539,,7552037.502,919313.4589,1093132.251,8523316.658,740093.7867,,5256421.882,,,295195.8875,1767662.872,1008348.02,1447058.218,160679262.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75884E+12,26-09-2025,Bridged Token Value (Dollar),,1383122.725,1055504.706,20668428.53,256162350,20050042.49,2664362.327,24296301.37,5458491.367,17542860.34,7010196.453,1261921.388,7795071.431,340695.6054,,2575625.843,7546994.13,1480847.589,3701728.655,3917462.04,,,15744680.8,14107397.81,1634034.023,,,,,,396613.5051,2668745.897,9942907.203,2543516.49,9535341.779,766151.2738,,7472190.061,928987.3574,1103650.218,8783703.884,734329.2594,,5335464.735,,,312143.3375,1826730.265,1052831.794,1507744.296,162815931.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75893E+12,27-09-2025,Bridged Token Value (Dollar),,1383122.725,1055504.706,20668428.53,256162350,20838731.05,2664362.327,24296301.37,5557224.109,17542860.34,7028786.406,1261921.388,7839166.54,340695.6054,,2586214.233,7753727.608,1480847.589,3701728.655,3928448.231,,,15744680.8,14107397.81,1634034.023,,,,,,396613.5051,2668745.897,9942907.203,2543516.49,9535341.779,766151.2738,,7472190.061,928987.3574,1103650.218,8783703.884,734329.2594,,5335464.735,,,312143.3375,1826730.265,1052831.794,1507744.296,162951405.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75902E+12,28-09-2025,Bridged Token Value (Dollar),,1383122.725,1055504.706,20668428.53,256162350,20838730.93,2664362.327,24296301.37,5557224.033,17542860.34,7028785.455,1261921.388,7839166.514,340695.6054,,2586214.233,7753727.6,1480847.589,3701728.655,3928448.231,,,15744680.8,14107397.81,1634034.023,,,,,,396613.5051,2668745.897,9942907.203,2543516.49,9535341.779,766151.2738,,7472190.061,928987.3574,1103650.218,8783703.884,734329.2594,,5335464.735,,,312143.3375,1826730.265,1052831.794,1507744.296,163707258.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7591E+12,29-09-2025,Bridged Token Value (Dollar),,1305208.506,1114335.039,20793031.4,260115750,21086454.84,2742313.06,24442841.95,5390554.847,17734874.39,7359372.967,1252813.7,8072968.845,352578.3756,,2641223.669,7598006.797,1467326.32,3762505.801,4155875.712,,,15817815.99,14135282.04,1581043.908,,,,,,422724.2611,2651891.341,10026378.88,2576591.459,9633012.141,776428.1188,,7614426.842,934573.3617,1124788.716,8850109.111,736466.3663,,5448653.035,,,343650.9442,1835659.403,1032353.948,1527643.985,165946582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75919E+12,30-09-2025,Bridged Token Value (Dollar),,1310541.786,1146467.984,20836293.03,249603300,21408107.27,2847342.948,24480955.76,5662456.273,17752461.83,7632695.664,1258783.489,8144921.427,339420.6692,,2653455.455,8074974.867,1467203.031,3758713.213,4005295.826,,,15872679.59,14406405.32,1569129.12,,,,,,414941.9189,2637701.312,10038093.67,2581087.02,9711593.258,780192.6187,,7747558.283,951386.9354,1123433.192,8877855.887,744501.2169,,5419657.581,,,353222.2215,1810100.805,1041570.328,1506912.768,168187451.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75928E+12,01-10-2025,Bridged Token Value (Dollar),,1288401.268,1249276.448,20953840.02,254365350,22405287.26,2867368.788,24618743.34,5575274.105,17902178.25,7899652.184,1272949.765,8181713.84,337795.7986,,2660723.617,7979030.831,1479418.064,3920553.594,3974815.26,,,15926035.73,14524311.38,1671544.674,,,,,,441316.1363,2655988.442,10080236.34,2605177.193,9738974.412,830232.7368,,7692807.258,1066731.037,1144975,8938187.285,780249.7812,,5483823.612,,,359023.3468,1775095.795,1055964.677,1527828.509,170568489.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75936E+12,02-10-2025,Bridged Token Value (Dollar),,1465423.811,1276457.665,20988733.87,277277100,24646092.79,2904026.733,24638774.24,5517444.978,17998069.45,8341085.27,1315226.772,8236845.31,348866.1031,,2708211.135,8376239.808,1489799.035,3726683.665,4054353.722,,,15933896.17,14608381.28,1743917.539,,,,,,453621.8707,2663657.004,10471484.72,2588870.66,9791004.452,842663.5149,,7747366.136,1066411.199,1187051.167,8951634.919,771519.9358,,5519635.532,,,378126.8627,1803213.094,1071363.973,1534166.002,171294862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75945E+12,03-10-2025,Bridged Token Value (Dollar),,1467031.691,1321649.104,20975955.58,270089100,24935182.85,2964489.558,24635003.81,6380213.324,17927996.9,8665838.23,1311025.324,8813836.627,321959.6937,,2925593.132,8727372.595,1491115.803,3638643.548,4117447.933,,,15928370.1,14792394.05,1721063.524,,,,,,452002.4089,2666082.594,10159017.31,2593557.235,9994182.42,843788.9709,,7736031.752,1078208.521,1147377.942,8962736.34,760223.057,,5528986.558,,,386948.9932,1757540.494,1063737.133,1515627.009,172500926.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75954E+12,04-10-2025,Bridged Token Value (Dollar),,1467031.691,1321649.104,20975955.58,270089100,24588103.18,2964489.558,24635003.81,6217631.484,17927996.9,8610428.71,1311025.324,8813706.046,321959.6937,,2913276.98,8710284.214,1491115.803,3638643.548,4112186.629,,,15928370.1,14792394.05,1721063.524,,,,,,452002.4089,2666082.594,10159017.31,2593557.235,9994182.42,843788.9709,,7736031.752,1078208.521,1147377.942,8962736.34,760223.057,,5528986.558,,,386948.9932,1757540.494,1063737.133,1515627.009,172381294.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75962E+12,05-10-2025,Bridged Token Value (Dollar),,1467031.691,1321649.104,20975955.58,270089100,24588103.18,2964489.558,24635003.81,6217631.484,17927996.9,8610426.706,1311025.324,8813705.824,321959.6937,,2913276.98,8710284.21,1491115.803,3638643.548,4112186.629,,,15928370.1,14792394.05,1721063.524,,,,,,452002.4089,2666082.594,10159017.31,2593557.235,9994182.42,843788.9709,,7736031.752,1078208.521,1147377.942,8962736.34,760223.057,,5528986.558,,,386948.9932,1757540.494,1063737.133,1515627.009,172447575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75971E+12,06-10-2025,Bridged Token Value (Dollar),,1741116.401,1404581.901,21024937.61,284824500,24367421.15,2877756.388,24595338.64,6687507.531,18015053.19,8585875.095,1353256.694,8611827.337,327449.774,,3012420.997,8713133.999,1645212.479,3866159.066,4118719.857,,,15992256.63,14683650.64,1719945.634,,,,,,458846.6698,2635552.888,10157590.53,2508388.061,9919133.125,870160.6815,,7855331.355,1119893.252,1459389.687,8966876.733,776677.8737,,5560647.197,,,433707.1016,1813420.647,1055789.84,1532660.529,171289117.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7598E+12,07-10-2025,Bridged Token Value (Dollar),,1747104.053,1361036.258,20968761.88,266944350,25750047.49,2852122.249,24522297.31,6861164.596,18105857.42,8626641.303,1329628.453,8652741.263,346209.5823,,3035044.869,9264165.546,1616823.469,3759967.467,4191323.987,,,15927964.44,14642732.88,1722529.462,,,0,0,,423276.2462,2669632.712,10111846.56,2490159.359,9847353.347,886077.411,,7709866.525,1114240.232,1535891.464,8937829.307,780120.9656,,5548189.225,,,425233.8337,1810559.639,1063541,1561650.114,170656857.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75988E+12,08-10-2025,Bridged Token Value (Dollar),,1699035.917,1447688.195,21123115.43,270178950,24747602.13,2953039.923,24703151.22,7372370.885,18368874.57,8704898.901,1418862.536,8621618.073,359462.1732,,3030793.246,8564604.699,1662232.685,3860047.366,4117592.247,,24.6,16025851.55,14660866.29,1746027.542,,,0,0,,422479.564,2727274.574,10200068.75,2500058.541,10058011.39,930384.8971,,7769037.634,1154635.965,1806487.982,9021943.914,801285.3497,,5557541.095,,,442038.086,1817851.035,1091430.798,1594592.655,171877828.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75997E+12,09-10-2025,Bridged Token Value (Dollar),,1706348.601,1419353.871,21067087.55,266584950,24987252.94,2996809.133,24641098.57,7456213.241,20159258.34,8830641.624,1385762.975,8763040.399,359751.9203,,3065529.053,8823316.946,1753340.219,3819918.525,4095871.043,,24.08,15989151.99,14602438.36,1752209.298,,,0,0,,531674.7845,2681995.129,10131674.7,2489382.955,9758738.113,947886.4459,,7759136.523,1140698.941,1775322.196,8996944.199,791868.8503,,5510713.902,,,441973.6774,1855419.457,1092598.613,1598132.312,170051325.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76005E+12,10-10-2025,Bridged Token Value (Dollar),,1569914.736,1322895.959,20451276.1,256072500,25148663.82,2838228.976,23898961.83,8018661.861,19750964.55,8938979.376,1310737.413,9151170.018,329404.5573,,3061593.903,8471704.287,1742637.277,3590024.929,4141531.067,,20.39,15559496.4,14178361,1651240.849,,,0,0,,526635.6271,2548325.251,9783568.144,2438648.232,9833361.451,858562.2795,,7710724.254,1111270.441,1631065.13,8679759.009,771725.4258,,5267634.144,,,403700.3026,1764541.245,1031324.992,1511680.513,165579933.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76014E+12,11-10-2025,Bridged Token Value (Dollar),,1569914.736,1322895.959,20451276.1,256072500,23895433.17,2838228.976,23898961.83,7106462.937,19750964.55,8524074.271,1310737.413,8906673.146,329404.5573,,2955537.927,8070550.808,1742637.277,3590024.929,4062677.166,,20.39,15559496.4,14178361,1651240.849,,,0,0,,526635.6271,2548325.251,9783568.144,2438648.232,9833361.451,858562.2795,,7710724.254,1111270.441,1631065.13,8679759.009,771725.4258,,5267634.144,,,403700.3026,1764541.245,1031324.992,1511680.513,164177514.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76023E+12,12-10-2025,Bridged Token Value (Dollar),,1569914.736,1322895.959,20451276.1,256072500,23895432.5,2838228.976,23898961.83,7106462.917,19750964.55,8524071.169,1310737.413,8906673.031,329404.5573,,2955537.927,8080714.653,1742637.277,3590024.929,4062677.158,,20.39,15559496.4,14178361,1651240.849,,,0,0,,526635.6271,2548325.251,9783568.144,2438648.232,9833361.451,858562.2795,,7710724.254,1111270.441,1631065.13,8679759.009,771725.4258,,5267634.144,,,403700.3026,1764541.245,1031324.992,1511680.513,164601722.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76031E+12,13-10-2025,Bridged Token Value (Dollar),,1853980.592,1398085.26,20779635.62,257330400,24163547.24,3496021.648,24284269.54,7251474.759,20470570.06,8533583.506,1362968.947,8958352.624,339368.5731,,3004801.89,8005315.421,1924225.002,4162876.593,4124116.742,,24.58,15806401.95,14244713.24,1726583.928,,,0,0,,560368.9997,2582110.6,10025190.45,2570452.054,9836136.235,1015494.843,,7740858.356,1203300.082,1712688.491,8890388.954,822603.2665,,5463172.568,,,413724.6129,1882694.95,1245610.858,1549402.92,166618764.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7604E+12,14-10-2025,Bridged Token Value (Dollar),,1855815.723,1358447.09,20777241.89,249693150,25770876.86,3071870.826,24299462.47,7873816.594,20363520.72,9112364.565,1323300.391,9141023.529,326344.9606,,3096742.377,8320782.232,1941479.342,4184384.671,4155366.732,,24.22,15785189.22,14338677.91,1653587.912,,,0,0,,543645.3812,2588277.176,10023752.51,2457631.729,9680651.196,930139.2824,,7595635.265,1177925.784,1752914.254,8842725.322,800360.3881,,5363352.13,,,397423.7621,1755584.81,1093880.494,1538507.086,166450642.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76049E+12,15-10-2025,Bridged Token Value (Dollar),,1890099.242,1389063.03,20857755.29,246817950,25893503.73,2870411.983,24405854.19,7877777.991,20431167.06,8936704.79,1350615.095,9154610.937,370684.0384,,3076319.03,8252801.696,1874740.136,4223154.462,4141304.013,,24.37,15856205.13,14460196.14,1723499.654,,,0,0,,447228.7321,2604563.664,10064091.25,2455294.965,9777242.2,951872.5253,,7669310.324,1212236.988,1790891.481,8869557.508,809907.3419,,5429832.544,,,418102.8017,1773803.153,1117320.226,1527867.929,166366717.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76057E+12,16-10-2025,Bridged Token Value (Dollar),,1820725.321,1457610.911,20661392.58,226242300,26412634.41,3451442.921,24177993.33,8257741.566,18961534.52,9273329.322,1332530.192,9506144.332,341250.4679,,3097160.528,8655260.431,2346981.867,4132989.045,4188967.312,,24.685,15755906.96,14432121.46,1696132.278,,,0,0,,431594.008,2581266.541,9963479.361,2563854.357,9787231.294,938862.7519,,7667004.978,1179580.435,1811341.868,8607348.619,814816.2965,,5526601.944,,,405817.0176,1815981.712,1173130.986,1635583.628,170853866.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76066E+12,17-10-2025,Bridged Token Value (Dollar),,1866249.854,1467573.375,20836999.28,223367100,26595162.02,3639340.918,24411928.03,8103723.615,18322224.33,11876861.96,1340665.263,9910061.655,306581.4511,,4440465.028,8652817.898,2439351.899,4253826.933,4273797.66,,21.75,15832669.67,14506301.41,1724034.385,,,0,0,,440290.8889,2637798.597,10037139.96,2644088.69,10049054.82,918967.185,,7783079.157,1170883.535,1822300.025,8872519.041,778061.5557,,5522780.803,,,407976.6166,2016756.723,1167382.342,1634727.066,171309586.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76075E+12,18-10-2025,Bridged Token Value (Dollar),,1866249.854,1467573.375,20836999.28,223367100,27229800.02,3639340.918,24411928.03,7983701.255,18322224.33,11962612.85,1340665.263,9965707.472,306581.4511,,4468034.609,8824860.861,2439351.899,4253826.933,4301875.704,,21.75,15832669.67,14506301.41,1724034.385,,,0,0,,440290.8889,2637798.597,10037139.96,2644088.69,10049054.82,918967.185,,7783079.157,1170883.535,1822300.025,8872519.041,778061.5557,,5522780.803,,,407976.6166,2016756.723,1167382.342,1634727.066,171384976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76083E+12,19-10-2025,Bridged Token Value (Dollar),,1866249.854,1467573.375,20836999.28,223367100,27229799.81,3639340.918,24411928.03,7983701.239,18322224.33,11962612.76,1340665.263,9965706.596,306581.4511,,4468034.609,8824860.852,2439351.899,4253826.933,4301875.704,,21.75,15832669.67,14506301.41,1724034.385,,,0,0,,440290.8889,2637798.597,10037139.96,2644088.69,10049054.82,918967.185,,7783079.157,1170883.535,1822300.025,8872519.041,778061.5557,,5522780.803,,,407976.6166,2016756.723,1167382.342,1634727.066,171944352.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76092E+12,20-10-2025,Bridged Token Value (Dollar),,1727916.349,1506169.322,21057362.83,234778050,27507057.14,3399924.692,24660841.26,7955225.161,18495167.02,12968310.39,1310583.267,9708647.728,311455.0219,,4566508.041,8718888.823,2103688.492,4437124.813,4341620.147,,20.34,15997637.42,14584604.47,1842748.553,,,0,0,,449853.467,2727805.335,10134787.57,2475070.632,9923750.929,952382.7047,,7826421.685,1174054.98,1916099.532,8968860.415,741100.3179,,5598853.769,,,416922.841,1812489.753,1109661.452,1538387.896,173414565.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.761E+12,21-10-2025,Bridged Token Value (Dollar),,1843761.955,1463671.826,21035571.09,221749800,28358466.22,2961647.724,24656044.31,8468455.998,18423043.57,13064247.99,1257089.48,9687229.913,298701.8665,,4620896.172,9316277.769,2108146.005,4370375.222,4724951.816,,18.66,15993805.38,14584654.62,1864600.779,,,0,0,,439589.8491,2725546.576,10182057.71,2474876.747,9902826.79,933674.4458,,7724973.216,1155224.7,1895266.388,8961628.687,730943.8375,,5535356.156,,,403530.0538,1812637.424,1094275.884,1567705.159,173117267.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76109E+12,22-10-2025,Bridged Token Value (Dollar),,1773439.508,1438532.623,20904153.91,209170800,29082779.43,2944015.963,24496943.57,8527024.257,18294375.6,13776300.85,1230893.77,9761282.155,279046.4694,,4627379.994,9429479.613,2068356.781,4200362.094,4838908.207,,18.27,15908154.62,14425559.23,1801912.17,,,0,0,,429195.0821,2690704.4,10076821.26,2501034.635,9795557.527,914104.4171,,7515473.625,1133989.779,1837768.502,8862236.394,724873.107,,5557592.478,,,384315.1999,1815387.906,1076713.772,1548180.068,173493682.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
